,ID,text,anger,disgust,fear,joy,sadness
2992,2018-Ar-02955,على أمل من انها تكون اكثر عاطفيه الا انها كانت اكثر قساوه,0,0,0,0,1
159,2018-Ar-04108,محاولة السعودية والإمارات ترهيب شعوبهم بالسجن هي محاولة للجم الاراء الحرة المعارضة لحصار قطر ودليل على ان هذه الشريحة هي الأغلب /3,1,1,0,0,1
3468,2018-Ar-02881,#افرح وخلي فرحتك بالعيد تنسيك اي حزن كل سنه وانتوا طيبين وعيد مبارك عليكم 💖,0,0,0,1,0
2764,2018-Ar-00148,أولٰئك الباقون الراحلون المتشكلون على هيئة #غصة تغتال السعادة فينا اجعلنا يا الله نذكرهم دون توجع ' 💔,0,0,0,0,1
3546,2018-Ar-03654,أنا بخير دايماً لأن لا أحد يعلم بـ الذبول الذي\nيسكُن داخلي لي حين كنت اتظاهر أمامهم بـ الصلابه..,0,0,0,0,1
371,2018-Ar-03317,#عاجل #تونس #قابس: تسرب غازات سامة من المجمع الكيميائي و حالة هلع في صفوف المواطنين و العملة,1,0,1,0,0
2131,2018-Ar-03754,عن تيران وصنافير المصرية وخيبة أمل فى برلمان الخزى والعار يحاصرني واقع مؤلم أليم لا أجيد قراءته #تيران_وصنافير_مصرية_يابغل,1,0,0,0,1
3674,2018-Ar-02833,مين اخترع السمبوسة؟ وضعي حالياً مشابه لوضع جدة حانقة على مخترع الجوال.,1,0,0,0,0
3558,2018-Ar-03457,تخريع وترهيب ونشر الرعب والخوف الله يوفقكم وفي أمان الله,1,0,1,0,0
2337,2018-Ar-02259,لا اعلم بكائي شفقة عليه بانه لم يتهنى بحياته او بقية من مشاعر الطفولة تكن له كل الحب والحنين 💔,0,0,0,1,1
1553,2018-Ar-00935,ماأشبه ليلة البارحة بحلم طفل صغير يطير بجناحيه إلى الفضاء الفسيح يرى من تحته كل البشر يساعد هذا يمازح يبتسم يصرخ منتشيا سأظل حرا مع الطيور,0,0,0,1,0
239,2018-Ar-03642,يوم يأخذ الموت شخص عزيز على قلبك وتشتاق له وصوتك ماينسمع ودموعك ماتوصله لاتقدر تراقبه من بعيد ولا حتى تتطمن في ذي اللحظه بتعرف شمعنى الفقد,0,0,0,0,1
1429,2018-Ar-01553,يحكى بأن هناك عطور رائحتها ذكريات احلام سعيدة 💛,0,0,0,1,0
1978,2018-Ar-02339,مبحبش حد يستفزنى بقي هااااااا 😒👊,1,0,0,0,0
2202,2018-Ar-02449,@RoRita_mortada بستعجل لي خطوبتك الفي العيد دي انتي قايلة شنو 😂😂,0,0,0,1,0
618,2018-Ar-00040,#فرحو_المواطنين تره الشعب محتاج فرحه ويستاهل خير الكويت خلوه على الكويتين شوي,0,0,0,1,0
2381,2018-Ar-01035,مهو كده خلع جراحة الدوا ده مسكن ومضاد حيوية هيخفف الألم تدريجي,0,0,0,0,0
1090,2018-Ar-02027,ليش يا شيخ كل كلامك عقاب وعذاب ونار ترى الدين ترهيب وترغيب رحمة وحزم مو كله عقاب ونار جهنم أخاف انك توسوس أو تغتر انك فاهم,1,1,0,0,1
295,2018-Ar-03974,@eyad1949 انا ايضا لست جنرالا ، لكن إرسال التعزيرات ممكن يكون لمواجهة مخاوف وتهديدات قادمة من الجنوب ، والله اعلم,0,0,1,0,0
430,2018-Ar-00327,سيدتي 🌹 في حال اكتشفتي خيانة من زوجك 😪 فلا تعلمينه بذالك⁉️ فتكسري حاجز الرهبة من ان تكتشفيه 😰 #معلومه_مفيده_للمتزوجات,0,0,0,0,1
279,2018-Ar-03782,مات الوفاء فلا رفد ولا طمع في الناس لم يبق إلا اليأس والجزع فاصبر على ثقة بالله وارض به فالله أكرم من يرجى ويتبع,0,0,0,1,1
3556,2018-Ar-00461,مبقدرش افهم ازاي في ناس بتفضل تكتب انها عايزة تموت كنوع من الفكاهة,0,1,0,0,1
27,2018-Ar-00785,بيض الله وجهك والله ماقصرت وواصل الى الامام ماعليك من الاعلام المعادي اتمنى ابعاد كل لاعب يتمرد على النادي مشجع نصراوي30سنه,0,0,0,1,0
3044,2018-Ar-00484,@El_Maravilla7 هذي الفرحه ما انساها للموت 😍❤️ ، ولو انه الخاتمه لم تكن كما في الصوره,0,0,0,1,0
3447,2018-Ar-01993,أقسم أنني بحاجة ماسة للرحيل الفوري الى أي بقعة في هذا الكوكب هشت أرواحنا تحت سقف روتين ممل طيلة السبع السنوات الأخيره #تذمر,1,1,0,0,1
1656,2018-Ar-02503,"- - - حلو"" شعور الرضا يمنحك سعادة وطمأنينه • - #مزنة_المحمود #مساء_الخير #شعور #راحه",0,0,0,1,0
722,2018-Ar-01804,قلبي يخفق بسرعه #خفقان #توتر,0,0,1,0,0
969,2018-Ar-01575,مش حلوة العطلة أبداً والواحد قاعد عأعصابه 😶💔 \nبدي علاماتي 😭💔 \n#معطلة بس #مش_معطلة 😓,0,0,1,0,0
2532,2018-Ar-04194,تهميش النساء والتضييق عليهن استفززاز مفروض المراة تسوق من بداية اختراع السياره بس الاغبياء أقرفونا #يامحمد_بن_سلمان_المجتمع_جاهز_للقياده,1,1,0,0,1
3433,2018-Ar-02464,الاصعب هي #دموع لا تستطيع ان تحدد هي دموع #اشتياق ام دموع #جرح لا يشفي 💔 💔,0,0,0,0,1
3702,2018-Ar-04314,#تخفيف_دوام_رمضان_بالمدارس كل ما ناقشت واحد منهم قال اجازتكم أطول من بقية الموظفين حسد حسد حسد,1,1,0,0,0
950,2018-Ar-03295,شكرا لك على هذا الشرح الممتع والمعلومات الوافيه سعيده جدا انها كانت من نصيب الدكتور محمد أسلوبه الروائي لايمكن للذاكره تجاوزه,0,0,0,1,0
1211,2018-Ar-01302,الإبتسامة أمرها غريب : إن وضعتها لحبيب احس بالراحة وإن وضعتها لعدو شعر بالندم وإن وضعتها لمن لاتعرف أصبحت صدقه,0,0,0,1,0
1428,2018-Ar-02274,هي مش فرحه بندق لا هي حفله بندق😂😂🏃🚶دايره يابا \n\n#فرحه_بوندق,0,0,0,1,0
426,2018-Ar-00504,العيال في الشارع بيفرقعو ا قدام البيت. رحت  طاع وشاخط شخطه هزت ارجاء الشارع😂عينك متشوف الا النور الشارع كله طلع يشوف ايه البيحصل عاوز انام 💪,1,0,0,1,0
3675,2018-Ar-01729,"مفيش حاجه اسمها ""هدف""في الحياه احنا عايشين عشان ""نموت""بس بنضحك علي نفسنا #وجع",0,0,0,0,1
175,2018-Ar-02336,#سيلفي  دائما يحاولون يستفزونا مافيه احد يعمل كذا بامه ليه ماخلوا القصه  عن عيال بارين بامهم ليه دايم السلبيه والملعنه مصدر الالهام لهم,1,1,0,0,0
1923,2018-Ar-04216,الم يان لاسيادنا الباشوات في الوزارة السيادية ان يتقوا الله في دماء اطفال واجنة ونساء ورجال عبيد احسانهم المصريين الم يان لهم وقف الطغيان,1,1,0,0,1
3572,2018-Ar-02183,@Ur_7anan تقول مذعوره طبيعي رح تهذي,0,0,1,0,1
593,2018-Ar-02737,السكوت موجع والكلام ماهو إلا زيادة ألم والجرح خذته وشابت به أيامي روضت العمر صبر والسنين طوال والقرار أصعب من دمعة يتيم #أماني_الروح,0,0,0,0,1
404,2018-Ar-03200,اختي عندها امتحان كمان ساعتين ونص اه احنا متحانقين بس هعيط لو اضايقت من امتحان انهاردة والله يارب تحل حلو يارب ادعولها ❤,0,0,1,1,1
491,2018-Ar-03290,بكى قلبي لما غاب عني المطر لما أرعبني الجفاف,0,0,1,0,1
3000,2018-Ar-02128,#اكرههك_اذا\nكذبت علي وعبالك اني مصدقهه وسكوتي ماهو الأ قرفف منكك اي والله.,1,1,0,0,0
824,2018-Ar-01844,النهارده كنت قاعد في البيت مرعوب من صوت جمهور الدرجة الثانية,0,0,1,0,0
847,2018-Ar-01384,احس متوتره مو عارفه اسولف اعتذر,0,0,1,0,0
2619,2018-Ar-02665,مشهد النشوة بالنعمة الجديدة، والإنسان حاسس تجاه ربنا بالحياء ويقول يا ما انت كريم يا رب، ربنا عايزك دايمًا تحس بالشعور ده \n#رسالة_من_الله,0,0,0,1,0
3573,2018-Ar-00269,لو كنتى استنيتى شويه كان ممكن نتنيل نتجوز ..او نجيب اطفال سزج تشبهنا ..ونقضى الليله بنتفرج على فيلم قديم \nلو كنتى اسيتى شويه 😷😤,1,1,0,0,1
1711,2018-Ar-00169,@KSA @LuayPrince هه هه بطلوا دراما جيبوا دليل يثبت برائتها اصلن الفديوا مدينها كيف تقول مذعوره وتقول بتوب على يدك حمير عندك امك احنا؟؟,1,1,0,0,1
3193,2018-Ar-00166,#فرحتي_نجاحي التدريب الميداني3 عملت فيه واشتغلت فيه بنفسي من تقارير ومباشرة وبحث وكل شي فجاءة رسبت رفعت اعتراض بالموقع وراسلت العميد,0,0,0,1,1
1788,2018-Ar-02320,فرحان عايز اضحك 😂 😂,0,0,0,1,0
2291,2018-Ar-02352,يستحق الشكر الاستاذ عبدالله فلم نعرف عنه الا طيب التعامل ورقي الاخلاق ونتمنى له حياة سعيدة ودوام الصحة #شكرا_عبدالله_عيظه_الزهراني,0,0,0,1,0
1370,2018-Ar-02969,انك تشوف حد عزيز عليك اوى مبسوط ده كفيل يخليك طاير من الفرحه 😍,0,0,0,1,0
2723,2018-Ar-03002,اشتروا شوكار يا جماعة الشوكار بتفرح و تقلبك مودك و تخليك مبتهج 😍,0,0,0,1,0
2145,2018-Ar-02599,@loma5657 لووماا المافيوزو كل سنه وانت بخير ورجولتك سابقه اسمك سنه سعيده عليك ياكبير والي ميعرفشي لووما اقسم بالله خسران كتير 💪❤,0,0,0,1,0
409,2018-Ar-00175,- - دائما شعور الرضا يمنحك سعادة في كل حال • - #مزنة_المحمود #مساء_الخير #رضا #شعور #بوح,0,0,0,1,0
2060,2018-Ar-04203,صور انهارده مُبهجة 💕💕,0,0,0,1,0
3271,2018-Ar-01111,#اختصر_شعورك_بكلمه سعادة عميقه 😍 انشكاح واسع الأفق بمجرد تلذذي بنعم الله فلله الحمد والمنه,0,0,0,1,0
2762,2018-Ar-00797,محد مفقوع قلبوو 😩 😫 #مكتئبة,1,0,0,0,1
2452,2018-Ar-04065,- #ابتسم 😉 فالبعض عندما يرون حزنك #يفرحون,0,0,0,1,0
1841,2018-Ar-00745,أنت قلت شيء وبديت هالمصخره ، تحمل كل نقد لاذع يجيك، وأنا رأيت نقده بناء، لكن وش نرجوا من ناس مايهمها الا التفاهات ..,1,1,0,0,0
951,2018-Ar-00647,نيال الا بدو يعيد بلوطن ويشوف اهلو وأحبابو #حسرة الحمد لله رب العالمين - يشعر بالحنين,0,0,0,1,1
1304,2018-Ar-01400,يا من يعيد للمريض صحته 😥 ويا من يستجيب دعاء البائس الضعيف 🙌 أسألك يا الله أن تلطف بجسد كل مريض وتكتب له الشفاء العاجل يارب العالمين,0,0,0,1,0
1209,2018-Ar-02513,قبحهم الله بئس المصير خانوا دينهم وأوطانهم حثالة الفكر المجوسي,1,1,0,0,1
2391,2018-Ar-03586,#بانتظر_رمضان_علشان الروقان وراحه البال 😍 ❤,0,0,0,1,0
974,2018-Ar-03637,احنا بيهمنا زعل الناس القريبة من قلبنا فعلا الى هو لا دول ماينفعش يزعلوا ونفكر ازاى نراضيهم غير كدة لا ✋ 😀 😍,0,0,0,1,1
474,2018-Ar-03233,اول مره ف حياتي اكون خايف انام #مرعوب 😰,0,0,1,0,0
215,2018-Ar-03194,فيني حنين وشوق تجاوزت أنا حدي :(,0,0,0,0,1
3568,2018-Ar-00596,لو دخلتوا الهاشتاق مافيه غير 2 سخيفين وبشعين يدورون لايكات ورتويت وينشرون صورهم المؤذيه للعين و100 كيبوبيه يتضاربون منو تحط صورة احلى!!😦,1,1,0,0,0
500,2018-Ar-02341,تعرفين شعور قلبك يحتترق بس عيونك م تبكي بس من جوا مليانه حزن وذبول خلاص تبي تقضين كل عمرك بالنوم وتهربي من هالشعور,0,0,0,0,1
1583,2018-Ar-00960,الله يعين البنت اللي خاطبة واحد قطري! \nع مين ترد؟ ع قلبها ، ولا ع دول الخليج 😂\n\n#حزينه\n#عمر_زوربا,0,1,0,0,1
2285,2018-Ar-01584,لو بينا ألف زعل لا تشتكين لغيري أنت حتى الدموع اللي بعينك دمعتي,0,0,0,1,1
1634,2018-Ar-04296,@MYS_SH0 أفضل متابعين لي ، انتي مو منهم ☹️💔,1,0,0,0,1
2036,2018-Ar-03092,مش كلهم والله اولهم اخويا وناس صحابه اللجان بتعتهم وحشه وده اللى يغيظ ناس تتعب وناس تغش 😂 ✋,1,0,0,0,0
538,2018-Ar-02669,م تركتك جرح لو حزني حياة م بكيتك ليل عطني آخرك لو تجي بعدي الوف من البنات م تجي مثلي عظيمة تكسرك,0,0,0,0,1
2542,2018-Ar-00880,ودي انا بقربك ودي انا بحضنك🎶❤️.\n@iixgh__,0,0,0,1,0
1130,2018-Ar-00713,#شكرا_حسين_عبدالغني ك عالميه اتمنى الخبر صح 💛 💜 ف اعتزالك يحفظ ذكرى طيبه لك مع العاالمي ارجوا لك حياه سعيده بعيدآ عن الكوره لان عمرك ف نزول 🌺,0,0,0,1,0
